antecedent,consequent,support,confidence
{28 34},{18 30},0.23,0.435
{18 30},{28 34},0.397,0.252
{18 34},{28 30},0.466,0.215
{18 28},{30 34},0.244,0.41
{30},{18 28 34},0.563,0.178
{34},{18 28 30},0.641,0.156
{28},{18 30 34},0.342,0.292
{18},{28 30 34},0.705,0.142
{30 34 44},{18},0.144,0.756
{18 30 44},{34},0.158,0.688
{18 34 44},{30},0.188,0.578
{18 30 34},{44},0.27,0.403
{30 44},{18 34},0.217,0.502
{34 44},{18 30},0.25,0.436
{30 34},{18 44},0.368,0.296
{18 44},{30 34},0.271,0.401
{18 30},{34 44},0.397,0.274
{18 34},{30 44},0.466,0.233
{44},{18 30 34},0.373,0.292
{30},{18 34 44},0.563,0.193
{34},{18 30 44},0.641,0.17
{18},{30 34 44},0.705,0.154
{18 30 34},{48},0.27,0.536
{30 34 48},{18},0.191,0.758
{18 30 48},{34},0.205,0.704
{18 34 48},{30},0.235,0.614
{30 34},{18 48},0.368,0.393
{18 30},{34 48},0.397,0.364
{18 34},{30 48},0.466,0.31
{30 48},{18 34},0.282,0.512
{34 48},{18 30},0.316,0.457
{18 48},{30 34},0.348,0.416
{30},{18 34 48},0.563,0.257
{34},{18 30 48},0.641,0.226
{18},{30 34 48},0.705,0.205
{48},{18 30 34},0.479,0.302
{18 30 34},{49},0.27,0.41
{30 34 49},{18},0.15,0.734
{18 30 49},{34},0.166,0.666
{18 34 49},{30},0.188,0.588
{30 34},{18 49},0.368,0.3
{18 30},{34 49},0.397,0.278
{18 34},{30 49},0.466,0.237
{30 49},{18 34},0.229,0.482
{34 49},{18 30},0.254,0.436
{18 49},{30 34},0.283,0.39
{30},{18 34 49},0.563,0.196
{34},{18 30 49},0.641,0.172
{18},{30 34 49},0.705,0.157
{49},{18 30 34},0.389,0.284
{18 30 34},{16},0.27,0.522
{16 30 34},{18},0.192,0.734
{16 18 30},{34},0.206,0.685
{16 18 34},{30},0.246,0.573
{30 34},{16 18},0.368,0.383
{18 30},{16 34},0.397,0.355
{18 34},{16 30},0.466,0.302
{16 30},{18 34},0.29,0.486
{16 34},{18 30},0.332,0.424
{16 18},{30 34},0.369,0.382
{30},{16 18 34},0.563,0.25
{34},{16 18 30},0.641,0.22
{18},{16 30 34},0.705,0.2
{16},{18 30 34},0.513,0.274
{26 30 34},{18},0.163,0.767
{18 30 34},{26},0.27,0.465
{18 26 30},{34},0.179,0.701
{18 26 34},{30},0.203,0.619
{30 34},{18 26},0.368,0.341
{26 30},{18 34},0.245,0.513
{26 34},{18 30},0.27,0.465
{18 30},{26 34},0.397,0.316
{18 34},{26 30},0.466,0.269
{18 26},{30 34},0.299,0.419
{30},{18 26 34},0.563,0.223
{34},{18 26 30},0.641,0.196
{26},{18 30 34},0.412,0.304
{18},{26 30 34},0.705,0.178
{12 30 34},{18},0.142,0.812
{18 30 34},{12},0.27,0.427
{12 18 30},{34},0.163,0.706
{12 18 34},{30},0.187,0.615
{30 34},{12 18},0.368,0.313
{12 30},{18 34},0.215,0.536
{12 34},{18 30},0.238,0.485
{18 30},{12 34},0.397,0.29
{18 34},{12 30},0.466,0.247
{12 18},{30 34},0.273,0.422
{30},{12 18 34},0.563,0.204
{34},{12 18 30},0.641,0.18
{12},{18 30 34},0.365,0.315
{18},{12 30 34},0.705,0.163
{18 30 34},{46},0.27,0.436
{30 34 46},{18},0.153,0.765
{18 30 46},{34},0.17,0.693
{18 34 46},{30},0.194,0.605
{30 34},{18 46},0.368,0.319
{18 30},{34 46},0.397,0.296
{18 34},{30 46},0.466,0.252
{30 46},{18 34},0.226,0.52
{34 46},{18 30},0.253,0.464
{18 46},{30 34},0.28,0.419
{30},{18 34 46},0.563,0.209
{34},{18 30 46},0.641,0.183
{18},{30 34 46},0.705,0.167
{46},{18 30 34},0.372,0.315
{18 30 34},{32},0.27,0.465
{30 32 34},{18},0.17,0.74
{18 30 32},{34},0.176,0.712
{18 32 34},{30},0.209,0.6
{30 34},{18 32},0.368,0.341
{18 30},{32 34},0.397,0.316
{18 34},{30 32},0.466,0.269
{30 32},{18 34},0.245,0.513
{32 34},{18 30},0.277,0.452
{18 32},{30 34},0.304,0.413
{30},{18 32 34},0.563,0.223
{34},{18 30 32},0.641,0.196
{18},{30 32 34},0.705,0.178
{32},{18 30 34},0.413,0.304
{18 30 48},{16},0.205,0.522
{16 30 48},{18},0.148,0.725
{16 18 30},{48},0.206,0.521
{16 18 48},{30},0.184,0.584
{30 48},{16 18},0.282,0.379
{18 30},{16 48},0.397,0.27
{18 48},{16 30},0.348,0.308
{16 30},{18 48},0.29,0.369
{16 48},{18 30},0.248,0.432
{16 18},{30 48},0.369,0.29
{30},{16 18 48},0.563,0.19
{48},{16 18 30},0.479,0.224
{18},{16 30 48},0.705,0.152
{16},{18 30 48},0.513,0.209
{18 34 48},{16},0.235,0.532
{16 34 48},{18},0.165,0.759
{16 18 34},{48},0.246,0.51
{16 18 48},{34},0.184,0.682
{34 48},{16 18},0.316,0.396
{18 34},{16 48},0.466,0.268
{18 48},{16 34},0.348,0.36
{16 34},{18 48},0.332,0.377
{16 48},{18 34},0.248,0.505
{16 18},{34 48},0.369,0.339
{34},{16 18 48},0.641,0.195
{48},{16 18 34},0.479,0.261
{18},{16 34 48},0.705,0.177
{16},{18 34 48},0.513,0.244
{18 26 34},{48},0.203,0.512
{26 34 48},{18},0.135,0.766
{18 34 48},{26},0.235,0.441
{18 26 48},{34},0.152,0.682
{26 34},{18 48},0.27,0.385
{18 34},{26 48},0.466,0.222
{18 26},{34 48},0.299,0.347
{34 48},{18 26},0.316,0.328
{26 48},{18 34},0.205,0.507
{18 48},{26 34},0.348,0.298
{34},{18 26 48},0.641,0.162
{26},{18 34 48},0.412,0.252
{18},{26 34 48},0.705,0.147
{48},{18 26 34},0.479,0.217
{18 34 46},{48},0.194,0.527
{34 46 48},{18},0.13,0.787
{18 46 48},{34},0.146,0.699
{18 34 48},{46},0.235,0.435
{34 46},{18 48},0.253,0.405
{18 46},{34 48},0.28,0.365
{18 34},{46 48},0.466,0.22
{46 48},{18 34},0.19,0.54
{34 48},{18 46},0.316,0.324
{18 48},{34 46},0.348,0.295
{46},{18 34 48},0.372,0.275
{34},{18 46 48},0.641,0.16
{18},{34 46 48},0.705,0.145
{48},{18 34 46},0.479,0.214
{18 34 48},{32},0.235,0.457
{32 34 48},{18},0.141,0.763
{18 32 34},{48},0.209,0.514
{18 32 48},{34},0.152,0.708
{34 48},{18 32},0.316,0.34
{18 34},{32 48},0.466,0.23
{18 48},{32 34},0.348,0.309
{32 34},{18 48},0.277,0.387
{32 48},{18 34},0.205,0.525
{18 32},{34 48},0.304,0.354
{34},{18 32 48},0.641,0.168
{48},{18 32 34},0.479,0.224
{18},{32 34 48},0.705,0.152
{32},{18 34 48},0.413,0.26
{18 34 49},{16},0.188,0.567
{16 18 34},{49},0.246,0.433
{16 34 49},{18},0.138,0.771
{16 18 49},{34},0.159,0.669
{18 34},{16 49},0.466,0.228
{34 49},{16 18},0.254,0.42
{18 49},{16 34},0.283,0.376
{16 34},{18 49},0.332,0.32
{16 18},{34 49},0.369,0.289
{16 49},{18 34},0.212,0.502
{34},{16 18 49},0.641,0.166
{18},{16 34 49},0.705,0.151
{49},{16 18 34},0.389,0.274
{16},{18 34 49},0.513,0.207
{18 26 34},{16},0.203,0.572
{16 26 34},{18},0.149,0.778
{16 18 34},{26},0.246,0.471
{16 18 26},{34},0.167,0.693
{26 34},{16 18},0.27,0.429
{18 34},{16 26},0.466,0.248
{18 26},{16 34},0.299,0.387
{16 34},{18 26},0.332,0.348
{16 26},{18 34},0.222,0.522
{16 18},{26 34},0.369,0.314
{34},{16 18 26},0.641,0.181
{26},{16 18 34},0.412,0.281
{18},{16 26 34},0.705,0.164
{16},{18 26 34},0.513,0.226
{12 18 34},{16},0.187,0.579
{12 16 34},{18},0.136,0.799
{16 18 34},{12},0.246,0.442
{12 16 18},{34},0.152,0.711
{12 34},{16 18},0.238,0.456
{18 34},{12 16},0.466,0.232
{12 18},{16 34},0.273,0.398
{16 34},{12 18},0.332,0.326
{12 16},{18 34},0.201,0.54
{16 18},{12 34},0.369,0.294
{34},{12 16 18},0.641,0.169
{12},{16 18 34},0.365,0.297
{18},{12 16 34},0.705,0.154
{16},{12 18 34},0.513,0.211
{18 34 46},{16},0.194,0.534
{16 34 46},{18},0.134,0.774
{16 18 46},{34},0.148,0.699
{16 18 34},{46},0.246,0.423
{34 46},{16 18},0.253,0.41
{18 46},{16 34},0.28,0.37
{18 34},{16 46},0.466,0.222
{16 46},{18 34},0.197,0.528
{16 34},{18 46},0.332,0.312
{16 18},{34 46},0.369,0.281
{46},{16 18 34},0.372,0.279
{34},{16 18 46},0.641,0.162
{18},{16 34 46},0.705,0.147
{16},{18 34 46},0.513,0.202
{18 32 34},{16},0.209,0.549
{16 32 34},{18},0.15,0.763
{16 18 34},{32},0.246,0.467
{16 18 32},{34},0.167,0.687
{32 34},{16 18},0.277,0.414
{18 34},{16 32},0.466,0.246
{18 32},{16 34},0.304,0.378
{16 34},{18 32},0.332,0.345
{16 32},{18 34},0.224,0.513
{16 18},{32 34},0.369,0.311
{34},{16 18 32},0.641,0.179
{32},{16 18 34},0.413,0.278
{18},{16 32 34},0.705,0.163
{16},{18 32 34},0.513,0.224
{19 30 34},{48},0.215,0.519
{19 30 48},{34},0.165,0.673
{30 34 48},{19},0.191,0.585
{19 34 48},{30},0.178,0.628
{19 30},{34 48},0.316,0.352
{30 34},{19 48},0.368,0.303
{19 34},{30 48},0.36,0.31
{30 48},{19 34},0.282,0.395
{19 48},{30 34},0.268,0.416
{34 48},{19 30},0.316,0.352
{30},{19 34 48},0.563,0.198
{19},{30 34 48},0.54,0.207
{34},{19 30 48},0.641,0.174
{48},{19 30 34},0.479,0.233
{19 30 34},{16},0.215,0.526
{16 19 30},{34},0.167,0.676
{16 30 34},{19},0.192,0.588
{16 19 34},{30},0.19,0.594
{19 30},{16 34},0.316,0.357
{30 34},{16 19},0.368,0.306
{19 34},{16 30},0.36,0.314
{16 30},{19 34},0.29,0.389
{16 19},{30 34},0.286,0.394
{16 34},{19 30},0.332,0.339
{30},{16 19 34},0.563,0.2
{19},{16 30 34},0.54,0.209
{34},{16 19 30},0.641,0.176
{16},{19 30 34},0.513,0.22
{30 34 48},{16},0.191,0.534
{16 30 48},{34},0.148,0.688
{16 30 34},{48},0.192,0.53
{16 34 48},{30},0.165,0.617
{30 48},{16 34},0.282,0.361
{30 34},{16 48},0.368,0.277
{34 48},{16 30},0.316,0.322
{16 30},{34 48},0.29,0.351
{16 48},{30 34},0.248,0.41
{16 34},{30 48},0.332,0.306
{30},{16 34 48},0.563,0.181
{48},{16 30 34},0.479,0.213
{34},{16 30 48},0.641,0.159
{16},{30 34 48},0.513,0.198
{1 14},{0},0.382,0.307
{0 14},{1},0.213,0.551
{0 1},{14},0.152,0.768
{14},{0 1},0.717,0.163
{1},{0 14},0.52,0.225
{0},{1 14},0.284,0.412
{1 18},{0},0.387,0.292
{0 18},{1},0.206,0.55
{0 1},{18},0.152,0.742
{18},{0 1},0.705,0.16
{1},{0 18},0.52,0.218
{0},{1 18},0.284,0.398
{1 34},{0},0.352,0.302
{0 34},{1},0.185,0.575
{0 1},{34},0.152,0.698
{34},{0 1},0.641,0.166
{1},{0 34},0.52,0.205
{0},{1 34},0.284,0.374
{6 14},{0},0.388,0.303
{0 14},{6},0.213,0.553
{0 6},{14},0.153,0.767
{14},{0 6},0.717,0.164
{6},{0 14},0.528,0.223
{0},{6 14},0.284,0.413
{6 18},{0},0.382,0.286
{0 6},{18},0.153,0.712
{0 18},{6},0.206,0.531
{6},{0 18},0.528,0.207
{18},{0 6},0.705,0.155
{0},{6 18},0.284,0.384
{6 34},{0},0.352,0.293
{0 6},{34},0.153,0.673
{0 34},{6},0.185,0.557
{6},{0 34},0.528,0.195
{34},{0 6},0.641,0.161
{0},{6 34},0.284,0.363
{14 18},{0},0.527,0.301
{0 14},{18},0.213,0.746
{0 18},{14},0.206,0.771
{14},{0 18},0.717,0.221
{18},{0 14},0.705,0.225
{0},{14 18},0.284,0.558
{14 19},{0},0.399,0.287
{0 14},{19},0.213,0.54
{0 19},{14},0.151,0.758
{14},{0 19},0.717,0.16
{19},{0 14},0.54,0.213
{0},{14 19},0.284,0.404
{14 30},{0},0.421,0.314
{0 30},{14},0.168,0.787
{0 14},{30},0.213,0.622
{30},{0 14},0.563,0.235
{14},{0 30},0.717,0.184
{0},{14 30},0.284,0.465
{14 34},{0},0.475,0.301
{0 14},{34},0.213,0.672
{0 34},{14},0.185,0.771
{14},{0 34},0.717,0.199
{34},{0 14},0.641,0.223
{0},{14 34},0.284,0.502
{14 48},{0},0.356,0.311
{0 14},{48},0.213,0.521
{0 48},{14},0.143,0.776
{14},{0 48},0.717,0.155
{48},{0 14},0.479,0.231
{0},{14 48},0.284,0.39
{14 16},{0},0.38,0.317
{0 14},{16},0.213,0.567
{0 16},{14},0.154,0.781
{14},{0 16},0.717,0.168
{16},{0 14},0.513,0.235
{0},{14 16},0.284,0.424
{18 19},{0},0.4,0.282
{0 19},{18},0.151,0.744
{0 18},{19},0.206,0.549
{19},{0 18},0.54,0.209
{18},{0 19},0.705,0.16
{0},{18 19},0.284,0.397
{18 30},{0},0.397,0.299
{0 30},{18},0.168,0.706
{0 18},{30},0.206,0.576
{30},{0 18},0.563,0.21
{18},{0 30},0.705,0.168
{0},{18 30},0.284,0.417
{18 34},{0},0.466,0.295
{0 34},{18},0.185,0.742
{0 18},{34},0.206,0.669
{34},{0 18},0.641,0.215
{18},{0 34},0.705,0.195
{0},{18 34},0.284,0.484
{18 48},{0},0.348,0.311
{0 48},{18},0.143,0.757
{0 18},{48},0.206,0.526
{48},{0 18},0.479,0.226
{18},{0 48},0.705,0.153
{0},{18 48},0.284,0.38
{16 18},{0},0.369,0.313
{0 18},{16},0.206,0.562
{0 16},{18},0.154,0.749
{18},{0 16},0.705,0.164
{16},{0 18},0.513,0.225
{0},{16 18},0.284,0.406
{19 34},{0},0.36,0.29
{0 19},{34},0.151,0.689
{0 34},{19},0.185,0.564
{19},{0 34},0.54,0.194
{34},{0 19},0.641,0.163
{0},{19 34},0.284,0.367
{30 34},{0},0.368,0.308
{0 30},{34},0.168,0.676
{0 34},{30},0.185,0.613
{30},{0 34},0.563,0.201
{34},{0 30},0.641,0.177
{0},{30 34},0.284,0.399
{16 34},{0},0.332,0.306
{0 34},{16},0.185,0.55
{0 16},{34},0.154,0.66
{34},{0 16},0.641,0.159
{16},{0 34},0.513,0.198
{0},{16 34},0.284,0.358
{4 6},{1},0.224,0.565
{1 6},{4},0.284,0.445
{1 4},{6},0.214,0.592
{6},{1 4},0.528,0.24
{4},{1 6},0.397,0.319
{1},{4 6},0.52,0.243
{4 14},{1},0.289,0.551
{1 14},{4},0.382,0.417
{1 4},{14},0.214,0.745
{14},{1 4},0.717,0.222
{4},{1 14},0.397,0.401
{1},{4 14},0.52,0.306
{4 18},{1},0.29,0.563
{1 4},{18},0.214,0.766
{1 18},{4},0.387,0.422
{4},{1 18},0.397,0.412
{18},{1 4},0.705,0.232
{1},{4 18},0.52,0.315
{4 19},{1},0.228,0.542
{1 4},{19},0.214,0.58
{1 19},{4},0.288,0.429
{4},{1 19},0.397,0.312
{19},{1 4},0.54,0.229
{1},{4 19},0.52,0.238
{4 30},{1},0.242,0.579
{1 30},{4},0.31,0.451
{1 4},{30},0.214,0.655
{30},{1 4},0.563,0.248
{4},{1 30},0.397,0.352
{1},{4 30},0.52,0.269
{4 34},{1},0.269,0.568
{1 4},{34},0.214,0.716
{1 34},{4},0.352,0.434
{4},{1 34},0.397,0.385
{34},{1 4},0.641,0.239
{1},{4 34},0.52,0.294
{1 4},{48},0.214,0.512
{4 48},{1},0.197,0.555
{1 48},{4},0.255,0.43
{4},{1 48},0.397,0.276
{1},{4 48},0.52,0.211
{48},{1 4},0.479,0.229
{1 4},{16},0.214,0.523
{4 16},{1},0.204,0.547
{1 16},{4},0.278,0.403
{4},{1 16},0.397,0.282
{1},{4 16},0.52,0.215
{16},{1 4},0.513,0.218
{6 14},{1},0.388,0.552
{1 14},{6},0.382,0.561
{1 6},{14},0.284,0.754
{14},{1 6},0.717,0.299
{6},{1 14},0.528,0.406
{1},{6 14},0.52,0.412
{6 18},{1},0.382,0.57
{1 6},{18},0.284,0.765
{1 18},{6},0.387,0.562
{6},{1 18},0.528,0.412
{18},{1 6},0.705,0.309
{1},{6 18},0.52,0.418
{6 19},{1},0.298,0.559
{1 6},{19},0.284,0.587
{1 19},{6},0.288,0.579
{6},{1 19},0.528,0.316
{19},{1 6},0.54,0.309
{1},{6 19},0.52,0.321
{6 21},{1},0.179,0.596
{1 6},{21},0.284,0.376
{1 21},{6},0.174,0.614
{6},{1 21},0.528,0.202
{21},{1 6},0.307,0.348
{1},{6 21},0.52,0.205
{6 28},{1},0.195,0.569
{1 6},{28},0.284,0.391
{1 28},{6},0.189,0.589
{6},{1 28},0.528,0.211
{28},{1 6},0.342,0.325
{1},{6 28},0.52,0.214
{6 30},{1},0.307,0.569
{1 30},{6},0.31,0.563
{1 6},{30},0.284,0.614
{30},{1 6},0.563,0.31
{6},{1 30},0.528,0.331
{1},{6 30},0.52,0.336
{6 34},{1},0.352,0.571
{1 6},{34},0.284,0.708
{1 34},{6},0.352,0.572
{6},{1 34},0.528,0.381
{34},{1 6},0.641,0.314
{1},{6 34},0.52,0.387
{6 44},{1},0.206,0.565
{1 6},{44},0.284,0.408
{1 44},{6},0.2,0.582
{6},{1 44},0.528,0.22
{44},{1 6},0.373,0.311
{1},{6 44},0.52,0.223
{1 6},{48},0.284,0.496
{6 48},{1},0.256,0.551
{1 48},{6},0.255,0.554
{6},{1 48},0.528,0.268
{1},{6 48},0.52,0.272
{48},{1 6},0.479,0.295
{6 49},{1},0.215,0.544
{1 49},{6},0.205,0.57
{1 6},{49},0.284,0.411
{49},{1 6},0.389,0.3
{6},{1 49},0.528,0.221
{1},{6 49},0.52,0.225
{1 6},{16},0.284,0.556
{6 16},{1},0.278,0.568
{1 16},{6},0.278,0.57
{6},{1 16},0.528,0.3
{1},{6 16},0.52,0.304
{16},{1 6},0.513,0.308
{6 26},{1},0.222,0.544
{1 6},{26},0.284,0.424
{1 26},{6},0.218,0.554
{6},{1 26},0.528,0.228
{26},{1 6},0.412,0.292
{1},{6 26},0.52,0.232
{6 12},{1},0.202,0.561
{1 6},{12},0.284,0.399
{1 12},{6},0.201,0.564
{6},{1 12},0.528,0.215
{12},{1 6},0.365,0.311
{1},{6 12},0.52,0.218
{1 6},{46},0.284,0.424
{6 46},{1},0.211,0.571
{1 46},{6},0.202,0.598
{6},{1 46},0.528,0.228
{1},{6 46},0.52,0.232
{46},{1 6},0.372,0.323
{1 6},{32},0.284,0.464
{6 32},{1},0.234,0.563
{1 32},{6},0.226,0.584
{6},{1 32},0.528,0.25
{1},{6 32},0.52,0.254
{32},{1 6},0.413,0.319
{11 14},{1},0.199,0.553
{1 14},{11},0.382,0.288
{1 11},{14},0.155,0.711
{14},{1 11},0.717,0.154
{11},{1 14},0.282,0.391
{1},{11 14},0.52,0.212
{11 18},{1},0.205,0.586
{1 11},{18},0.155,0.776
{1 18},{11},0.387,0.31
{11},{1 18},0.282,0.426
{18},{1 11},0.705,0.17
{1},{11 18},0.52,0.231
{11 34},{1},0.19,0.6
{1 11},{34},0.155,0.735
{1 34},{11},0.352,0.323
{11},{1 34},0.282,0.404
{34},{1 11},0.641,0.178
{1},{11 34},0.52,0.219
{14 18},{1},0.527,0.555
{1 14},{18},0.382,0.766
{1 18},{14},0.387,0.756
{14},{1 18},0.717,0.408
{18},{1 14},0.705,0.415
{1},{14 18},0.52,0.563
{14 19},{1},0.399,0.551
{1 14},{19},0.382,0.576
{1 19},{14},0.288,0.763
{14},{1 19},0.717,0.307
{19},{1 14},0.54,0.408
{1},{14 19},0.52,0.423
{14 20},{1},0.205,0.572
{1 14},{20},0.382,0.307
{1 20},{14},0.154,0.762
{14},{1 20},0.717,0.164
{20},{1 14},0.271,0.434
{1},{14 20},0.52,0.226
{14 21},{1},0.233,0.564
{1 14},{21},0.382,0.343
{1 21},{14},0.174,0.754
{14},{1 21},0.717,0.183
{21},{1 14},0.307,0.428
{1},{14 21},0.52,0.252
{14 28},{1},0.257,0.568
{1 14},{28},0.382,0.382
{1 28},{14},0.189,0.773
{14},{1 28},0.717,0.203
{28},{1 14},0.342,0.426
{1},{14 28},0.52,0.28
{14 30},{1},0.421,0.567
{1 30},{14},0.31,0.771
{1 14},{30},0.382,0.625
{30},{1 14},0.563,0.424
{14},{1 30},0.717,0.333
{1},{14 30},0.52,0.46
{14 34},{1},0.475,0.559
{1 14},{34},0.382,0.695
{1 34},{14},0.352,0.755
{14},{1 34},0.717,0.371
{34},{1 14},0.641,0.415
{1},{14 34},0.52,0.511
{14 44},{1},0.283,0.554
{1 14},{44},0.382,0.41
{1 44},{14},0.2,0.786
{14},{1 44},0.717,0.219
{44},{1 14},0.373,0.42
{1},{14 44},0.52,0.302
{1 14},{48},0.382,0.511
{14 48},{1},0.356,0.548
{1 48},{14},0.255,0.767
{14},{1 48},0.717,0.272
{1},{14 48},0.52,0.375
{48},{1 14},0.479,0.408
{14 49},{1},0.289,0.536
{1 49},{14},0.205,0.756
{1 14},{49},0.382,0.405
{49},{1 14},0.389,0.398
{14},{1 49},0.717,0.216
{1},{14 49},0.52,0.298
{14 15},{1},0.221,0.539
{1 15},{14},0.158,0.753
{1 14},{15},0.382,0.312
{15},{1 14},0.305,0.39
{14},{1 15},0.717,0.166
{1},{14 15},0.52,0.229
{1 14},{16},0.382,0.545
{14 16},{1},0.38,0.548
{1 16},{14},0.278,0.75
{14},{1 16},0.717,0.291
{1},{14 16},0.52,0.401
{16},{1 14},0.513,0.406
{14 26},{1},0.305,0.542
{1 14},{26},0.382,0.433
{1 26},{14},0.218,0.761
{14},{1 26},0.717,0.231
{26},{1 14},0.412,0.401
{1},{14 26},0.52,0.318
{2 14},{1},0.202,0.574
{1 14},{2},0.382,0.303
{1 2},{14},0.152,0.763
{14},{1 2},0.717,0.162
{2},{1 14},0.273,0.425
{1},{2 14},0.52,0.223
{12 14},{1},0.279,0.557
{1 14},{12},0.382,0.407
{1 12},{14},0.201,0.773
{14},{1 12},0.717,0.217
{12},{1 14},0.365,0.426
{1},{12 14},0.52,0.299
{14 42},{1},0.234,0.545
{1 14},{42},0.382,0.334
{1 42},{14},0.166,0.769
{14},{1 42},0.717,0.178
{42},{1 14},0.317,0.402
{1},{14 42},0.52,0.245
{1 14},{46},0.382,0.397
{14 46},{1},0.279,0.544
{1 46},{14},0.202,0.753
{14},{1 46},0.717,0.212
{1},{14 46},0.52,0.292
{46},{1 14},0.372,0.408
{1 14},{32},0.382,0.434
{14 32},{1},0.299,0.554
{1 32},{14},0.226,0.735
{14},{1 32},0.717,0.231
{1},{14 32},0.52,0.319
{32},{1 14},0.413,0.402
{14 39},{1},0.234,0.563
{1 39},{14},0.175,0.755
{1 14},{39},0.382,0.345
{39},{1 14},0.316,0.417
{14},{1 39},0.717,0.184
{1},{14 39},0.52,0.254
{14 29},{1},0.201,0.554
{1 14},{29},0.382,0.292
{1 29},{14},0.148,0.752
{14},{1 29},0.717,0.155
{29},{1 14},0.28,0.398
{1},{14 29},0.52,0.214
{1 14},{38},0.382,0.307
{14 38},{1},0.204,0.574
{1 38},{14},0.151,0.777
{14},{1 38},0.717,0.163
{1},{14 38},0.52,0.225
{38},{1 14},0.269,0.435
{18 19},{1},0.4,0.558
{1 19},{18},0.288,0.773
{1 18},{19},0.387,0.576
{19},{1 18},0.54,0.413
{18},{1 19},0.705,0.316
{1},{18 19},0.52,0.429
{18 20},{1},0.202,0.584
{1 20},{18},0.154,0.764
{1 18},{20},0.387,0.304
{20},{1 18},0.271,0.435
{18},{1 20},0.705,0.167
{1},{18 20},0.52,0.227
{18 21},{1},0.223,0.592
{1 21},{18},0.174,0.758
{1 18},{21},0.387,0.341
{21},{1 18},0.307,0.43
{18},{1 21},0.705,0.187
{1},{18 21},0.52,0.254
{18 28},{1},0.244,0.582
{1 28},{18},0.189,0.754
{1 18},{28},0.387,0.367
{28},{1 18},0.342,0.415
{18},{1 28},0.705,0.202
{1},{18 28},0.52,0.273
{18 30},{1},0.397,0.567
{1 30},{18},0.31,0.726
{1 18},{30},0.387,0.581
{30},{1 18},0.563,0.399
{18},{1 30},0.705,0.319
{1},{18 30},0.52,0.433
{18 34},{1},0.466,0.58
{1 34},{18},0.352,0.769
{1 18},{34},0.387,0.699
{34},{1 18},0.641,0.422
{18},{1 34},0.705,0.384
{1},{18 34},0.52,0.521
{18 44},{1},0.271,0.571
{1 44},{18},0.2,0.776
{1 18},{44},0.387,0.4
{44},{1 18},0.373,0.415
{18},{1 44},0.705,0.22
{1},{18 44},0.52,0.298
{1 18},{48},0.387,0.501
{18 48},{1},0.348,0.558
{1 48},{18},0.255,0.761
{18},{1 48},0.705,0.275
{1},{18 48},0.52,0.373
{48},{1 18},0.479,0.405
{18 49},{1},0.283,0.545
{1 49},{18},0.205,0.752
{1 18},{49},0.387,0.398
{49},{1 18},0.389,0.397
{18},{1 49},0.705,0.219
{1},{18 49},0.52,0.297
{15 18},{1},0.223,0.537
{1 15},{18},0.158,0.755
{1 18},{15},0.387,0.309
{15},{1 18},0.305,0.391
{18},{1 15},0.705,0.169
{1},{15 18},0.52,0.23
{1 18},{16},0.387,0.541
{16 18},{1},0.369,0.567
{1 16},{18},0.278,0.754
{18},{1 16},0.705,0.297
{1},{16 18},0.52,0.402
{16},{1 18},0.513,0.408
{18 26},{1},0.299,0.551
{1 26},{18},0.218,0.758
{1 18},{26},0.387,0.426
{26},{1 18},0.412,0.4
{18},{1 26},0.705,0.234
{1},{18 26},0.52,0.317
{2 18},{1},0.203,0.585
{1 18},{2},0.387,0.306
{1 2},{18},0.152,0.78
{18},{1 2},0.705,0.168
{2},{1 18},0.273,0.435
{1},{2 18},0.52,0.228
{12 18},{1},0.273,0.576
{1 12},{18},0.201,0.781
{1 18},{12},0.387,0.406
{12},{1 18},0.365,0.43
{18},{1 12},0.705,0.223
{1},{12 18},0.52,0.302
{18 42},{1},0.224,0.564
{1 42},{18},0.166,0.763
{1 18},{42},0.387,0.327
{42},{1 18},0.317,0.399
{18},{1 42},0.705,0.179
{1},{18 42},0.52,0.243
{18 46},{1},0.28,0.551
{1 46},{18},0.202,0.767
{1 18},{46},0.387,0.399
{46},{1 18},0.372,0.415
{18},{1 46},0.705,0.219
{1},{18 46},0.52,0.297
{1 18},{32},0.387,0.454
{18 32},{1},0.304,0.579
{1 32},{18},0.226,0.78
{18},{1 32},0.705,0.249
{1},{18 32},0.52,0.338
{32},{1 18},0.413,0.426
{18 39},{1},0.229,0.559
{1 39},{18},0.175,0.732
{1 18},{39},0.387,0.33
{39},{1 18},0.316,0.404
{18},{1 39},0.705,0.181
{1},{18 39},0.52,0.246
{18 29},{1},0.212,0.539
{1 29},{18},0.148,0.77
{1 18},{29},0.387,0.295
{29},{1 18},0.28,0.407
{18},{1 29},0.705,0.162
{1},{18 29},0.52,0.22
{18 38},{1},0.197,0.586
{1 38},{18},0.151,0.765
{1 18},{38},0.387,0.298
{38},{1 18},0.269,0.429
{18},{1 38},0.705,0.164
{1},{18 38},0.52,0.222
{19 21},{1},0.175,0.585
{1 21},{19},0.174,0.587
{1 19},{21},0.288,0.354
{21},{1 19},0.307,0.333
{19},{1 21},0.54,0.189
{1},{19 21},0.52,0.196
{19 28},{1},0.19,0.587
{1 28},{19},0.189,0.591
{1 19},{28},0.288,0.387
{28},{1 19},0.342,0.326
{19},{1 28},0.54,0.207
{1},{19 28},0.52,0.214
